Overriding config with hw/12l12h/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char-12l12h'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 12
n_head = 12
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 3000
lr_decay_iters = 3000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 21.27M
num decayed parameter tensors: 50, with 21,356,928 parameters
num non-decayed parameter tensors: 25, with 9,600 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 4.2093, val loss 4.2028
iter 0: loss 4.2212, time 41668.97ms, mfu -100.00%
iter 10: loss 3.1297, time 234.09ms, mfu 3.18%
iter 20: loss 2.7399, time 230.87ms, mfu 3.18%
iter 30: loss 2.6095, time 233.94ms, mfu 3.18%
iter 40: loss 2.5649, time 234.94ms, mfu 3.18%
iter 50: loss 2.4993, time 235.65ms, mfu 3.18%
iter 60: loss 2.5061, time 231.19ms, mfu 3.18%
iter 70: loss 2.4713, time 237.40ms, mfu 3.18%
iter 80: loss 2.4797, time 234.70ms, mfu 3.18%
iter 90: loss 2.4733, time 238.29ms, mfu 3.17%
iter 100: loss 2.4605, time 234.44ms, mfu 3.17%
iter 110: loss 2.4547, time 234.76ms, mfu 3.17%
iter 120: loss 2.4428, time 232.98ms, mfu 3.18%
iter 130: loss 2.4213, time 232.71ms, mfu 3.18%
iter 140: loss 2.3941, time 231.00ms, mfu 3.18%
iter 150: loss 2.4079, time 233.08ms, mfu 3.18%
iter 160: loss 2.3944, time 229.29ms, mfu 3.19%
iter 170: loss 2.3594, time 232.07ms, mfu 3.19%
iter 180: loss 2.3222, time 230.87ms, mfu 3.19%
iter 190: loss 2.3291, time 229.31ms, mfu 3.20%
iter 200: loss 2.2901, time 228.52ms, mfu 3.21%
iter 210: loss 2.2343, time 231.72ms, mfu 3.21%
iter 220: loss 2.2214, time 226.69ms, mfu 3.21%
iter 230: loss 2.1386, time 223.80ms, mfu 3.23%
iter 240: loss 2.1497, time 228.80ms, mfu 3.23%
step 250: train loss 2.0459, val loss 2.1302
saving checkpoint to out-shakespeare-char-12l12h
iter 250: loss 2.1212, time 28221.93ms, mfu 2.91%
iter 260: loss 2.0582, time 230.03ms, mfu 2.94%
iter 270: loss 2.0461, time 236.78ms, mfu 2.96%
iter 280: loss 1.9996, time 236.94ms, mfu 2.98%
iter 290: loss 1.9543, time 234.40ms, mfu 3.00%
iter 300: loss 1.9574, time 235.54ms, mfu 3.02%
iter 310: loss 1.9445, time 236.96ms, mfu 3.03%
iter 320: loss 1.8974, time 231.74ms, mfu 3.05%
iter 330: loss 1.8565, time 234.24ms, mfu 3.06%
iter 340: loss 1.8528, time 234.06ms, mfu 3.07%
iter 350: loss 1.8180, time 234.67ms, mfu 3.08%
iter 360: loss 1.8249, time 234.46ms, mfu 3.09%
iter 370: loss 1.8088, time 235.56ms, mfu 3.10%
iter 380: loss 1.7673, time 234.76ms, mfu 3.11%
iter 390: loss 1.7498, time 236.42ms, mfu 3.11%
iter 400: loss 1.7268, time 229.90ms, mfu 3.12%
iter 410: loss 1.7509, time 226.29ms, mfu 3.14%
iter 420: loss 1.7278, time 229.29ms, mfu 3.15%
iter 430: loss 1.6866, time 229.40ms, mfu 3.16%
iter 440: loss 1.6737, time 229.15ms, mfu 3.17%
iter 450: loss 1.6512, time 231.65ms, mfu 3.17%
iter 460: loss 1.6347, time 229.11ms, mfu 3.18%
iter 470: loss 1.6478, time 231.00ms, mfu 3.18%
iter 480: loss 1.6213, time 230.77ms, mfu 3.19%
iter 490: loss 1.5998, time 227.14ms, mfu 3.20%
step 500: train loss 1.5204, val loss 1.7096
saving checkpoint to out-shakespeare-char-12l12h
iter 500: loss 1.6151, time 25672.21ms, mfu 2.88%
iter 510: loss 1.5908, time 229.40ms, mfu 2.92%
iter 520: loss 1.5801, time 232.92ms, mfu 2.95%
iter 530: loss 1.5267, time 231.93ms, mfu 2.97%
iter 540: loss 1.5299, time 232.66ms, mfu 2.99%
iter 550: loss 1.4839, time 234.22ms, mfu 3.01%
iter 560: loss 1.5297, time 232.06ms, mfu 3.03%
iter 570: loss 1.5170, time 232.03ms, mfu 3.05%
iter 580: loss 1.4714, time 232.12ms, mfu 3.07%
iter 590: loss 1.4941, time 232.34ms, mfu 3.08%
iter 600: loss 1.4649, time 236.69ms, mfu 3.09%
iter 610: loss 1.4962, time 234.13ms, mfu 3.10%
iter 620: loss 1.4321, time 232.85ms, mfu 3.11%
iter 630: loss 1.4368, time 233.29ms, mfu 3.11%
iter 640: loss 1.4391, time 231.74ms, mfu 3.12%
iter 650: loss 1.4379, time 229.74ms, mfu 3.14%
iter 660: loss 1.4529, time 236.15ms, mfu 3.14%
iter 670: loss 1.4207, time 233.27ms, mfu 3.14%
iter 680: loss 1.3957, time 233.62ms, mfu 3.15%
iter 690: loss 1.3856, time 227.23ms, mfu 3.16%
iter 700: loss 1.4123, time 233.65ms, mfu 3.16%
iter 710: loss 1.4020, time 232.77ms, mfu 3.17%
iter 720: loss 1.3979, time 231.55ms, mfu 3.17%
iter 730: loss 1.3887, time 228.65ms, mfu 3.18%
iter 740: loss 1.3465, time 227.66ms, mfu 3.19%
step 750: train loss 1.3227, val loss 1.5530
saving checkpoint to out-shakespeare-char-12l12h
iter 750: loss 1.3805, time 25766.41ms, mfu 2.87%
iter 760: loss 1.3391, time 232.70ms, mfu 2.91%
iter 770: loss 1.3425, time 229.44ms, mfu 2.94%
iter 780: loss 1.3189, time 225.83ms, mfu 2.97%
iter 790: loss 1.3541, time 229.22ms, mfu 3.00%
iter 800: loss 1.3754, time 234.29ms, mfu 3.02%
iter 810: loss 1.3233, time 232.00ms, mfu 3.04%
