Overriding config with config/train_tt20k.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-tt20k'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'tt20k-char'
wandb_run_name = 'mini-gpt'

dataset = 'tt_20k'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 10
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 569 (inside data/tt_20k/meta.pkl)
Initializing a new model from scratch
number of parameters: 17.92M
num decayed parameter tensors: 42, with 18,011,520 parameters
num non-decayed parameter tensors: 21, with 8,064 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 6.3461, val loss 6.3449
iter 0: loss 6.3610, time 34399.86ms, mfu -100.00%
iter 10: loss 4.5449, time 193.13ms, mfu 3.24%
iter 20: loss 3.7405, time 191.94ms, mfu 3.25%
iter 30: loss 3.0767, time 193.99ms, mfu 3.24%
iter 40: loss 2.7527, time 197.30ms, mfu 3.24%
iter 50: loss 2.7160, time 197.69ms, mfu 3.23%
iter 60: loss 2.7146, time 195.91ms, mfu 3.23%
iter 70: loss 2.7297, time 197.41ms, mfu 3.22%
iter 80: loss 2.6743, time 198.31ms, mfu 3.22%
iter 90: loss 2.6613, time 198.81ms, mfu 3.21%
iter 100: loss 2.6044, time 196.02ms, mfu 3.21%
iter 110: loss 2.6329, time 194.28ms, mfu 3.21%
iter 120: loss 2.5964, time 196.05ms, mfu 3.21%
iter 130: loss 2.6204, time 194.58ms, mfu 3.21%
iter 140: loss 2.6085, time 194.31ms, mfu 3.21%
iter 150: loss 2.5922, time 193.05ms, mfu 3.21%
iter 160: loss 2.5806, time 191.98ms, mfu 3.22%
iter 170: loss 2.5724, time 192.47ms, mfu 3.22%
iter 180: loss 2.5680, time 185.75ms, mfu 3.24%
iter 190: loss 2.5553, time 192.01ms, mfu 3.24%
iter 200: loss 2.4964, time 192.11ms, mfu 3.24%
iter 210: loss 2.5052, time 185.67ms, mfu 3.26%
iter 220: loss 2.4956, time 190.43ms, mfu 3.26%
iter 230: loss 2.4005, time 191.30ms, mfu 3.26%
iter 240: loss 2.3849, time 188.14ms, mfu 3.27%
step 250: train loss 2.2849, val loss 2.2871
saving checkpoint to out-tt20k
iter 250: loss 2.3798, time 22906.47ms, mfu 2.94%
iter 260: loss 2.3574, time 192.33ms, mfu 2.98%
iter 270: loss 2.2868, time 189.60ms, mfu 3.01%
iter 280: loss 2.3298, time 191.52ms, mfu 3.03%
iter 290: loss 2.2722, time 195.01ms, mfu 3.05%
iter 300: loss 2.2562, time 191.78ms, mfu 3.07%
iter 310: loss 2.2938, time 191.85ms, mfu 3.09%
iter 320: loss 2.2047, time 192.91ms, mfu 3.11%
iter 330: loss 2.1966, time 196.62ms, mfu 3.12%
iter 340: loss 2.1739, time 192.96ms, mfu 3.13%
iter 350: loss 2.1773, time 192.07ms, mfu 3.14%
iter 360: loss 2.2760, time 193.04ms, mfu 3.15%
iter 370: loss 2.1315, time 192.88ms, mfu 3.16%
iter 380: loss 2.1070, time 190.68ms, mfu 3.18%
iter 390: loss 2.0873, time 192.71ms, mfu 3.18%
iter 400: loss 2.1146, time 191.81ms, mfu 3.19%
iter 410: loss 2.0428, time 193.79ms, mfu 3.20%
iter 420: loss 2.0468, time 193.30ms, mfu 3.20%
iter 430: loss 2.0366, time 191.74ms, mfu 3.21%
iter 440: loss 2.0377, time 191.18ms, mfu 3.21%
iter 450: loss 1.9951, time 194.31ms, mfu 3.21%
iter 460: loss 2.0168, time 193.49ms, mfu 3.22%
iter 470: loss 1.9613, time 191.19ms, mfu 3.22%
iter 480: loss 2.0068, time 193.92ms, mfu 3.22%
iter 490: loss 1.9132, time 192.19ms, mfu 3.23%
step 500: train loss 1.8884, val loss 1.8946
saving checkpoint to out-tt20k
iter 500: loss 1.9303, time 20894.01ms, mfu 2.91%
iter 510: loss 1.9548, time 193.19ms, mfu 2.94%
iter 520: loss 1.9189, time 190.12ms, mfu 2.98%
iter 530: loss 1.9444, time 189.37ms, mfu 3.01%
iter 540: loss 1.9436, time 193.52ms, mfu 3.03%
iter 550: loss 1.8928, time 191.22ms, mfu 3.06%
iter 560: loss 2.0224, time 188.30ms, mfu 3.08%
iter 570: loss 1.8886, time 189.20ms, mfu 3.11%
iter 580: loss 1.9314, time 190.81ms, mfu 3.12%
iter 590: loss 1.9059, time 189.77ms, mfu 3.14%
iter 600: loss 1.8614, time 191.64ms, mfu 3.16%
iter 610: loss 1.9704, time 197.70ms, mfu 3.16%
iter 620: loss 1.8997, time 189.56ms, mfu 3.17%
iter 630: loss 1.9069, time 192.18ms, mfu 3.18%
iter 640: loss 1.9078, time 191.36ms, mfu 3.19%
iter 650: loss 1.8114, time 191.21ms, mfu 3.20%
iter 660: loss 1.8468, time 192.00ms, mfu 3.21%
iter 670: loss 1.8580, time 192.00ms, mfu 3.21%
iter 680: loss 1.8146, time 192.51ms, mfu 3.22%
iter 690: loss 1.8286, time 192.83ms, mfu 3.22%
iter 700: loss 1.7948, time 191.51ms, mfu 3.22%
iter 710: loss 1.7342, time 191.92ms, mfu 3.23%
iter 720: loss 1.8045, time 192.89ms, mfu 3.23%
iter 730: loss 1.8157, time 193.86ms, mfu 3.23%
iter 740: loss 1.7482, time 192.48ms, mfu 3.23%
step 750: train loss 1.7006, val loss 1.7216
saving checkpoint to out-tt20k
iter 750: loss 1.8010, time 20958.55ms, mfu 2.91%
iter 760: loss 1.7832, time 190.46ms, mfu 2.95%
iter 770: loss 1.8251, time 190.34ms, mfu 2.98%
iter 780: loss 1.7291, time 190.00ms, mfu 3.02%
iter 790: loss 1.7640, time 189.53ms, mfu 3.04%
iter 800: loss 1.7237, time 193.11ms, mfu 3.06%
iter 810: loss 1.7472, time 192.01ms, mfu 3.08%
iter 820: loss 1.7631, time 194.24ms, mfu 3.10%
iter 830: loss 1.7837, time 191.99ms, mfu 3.12%
