Overriding config with hw/2l6h/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char-2l6h'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 2
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 3000
lr_decay_iters = 3000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 3.57M
num decayed parameter tensors: 10, with 3,662,208 parameters
num non-decayed parameter tensors: 5, with 1,920 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 4.2460, val loss 4.2431
iter 0: loss 4.2544, time 16189.56ms, mfu -100.00%
iter 10: loss 3.3492, time 36.80ms, mfu 3.39%
iter 20: loss 2.9541, time 38.59ms, mfu 3.37%
iter 30: loss 2.6932, time 36.81ms, mfu 3.38%
iter 40: loss 2.5752, time 36.40ms, mfu 3.38%
iter 50: loss 2.5430, time 37.81ms, mfu 3.37%
iter 60: loss 2.4988, time 37.22ms, mfu 3.37%
iter 70: loss 2.4948, time 36.72ms, mfu 3.37%
iter 80: loss 2.4983, time 37.48ms, mfu 3.37%
iter 90: loss 2.4796, time 36.45ms, mfu 3.37%
iter 100: loss 2.4745, time 36.48ms, mfu 3.38%
iter 110: loss 2.4643, time 37.78ms, mfu 3.37%
iter 120: loss 2.4683, time 36.26ms, mfu 3.38%
iter 130: loss 2.4286, time 37.16ms, mfu 3.38%
iter 140: loss 2.4362, time 38.15ms, mfu 3.36%
iter 150: loss 2.4254, time 36.88ms, mfu 3.37%
iter 160: loss 2.4033, time 36.71ms, mfu 3.37%
iter 170: loss 2.4044, time 38.41ms, mfu 3.36%
iter 180: loss 2.3518, time 36.69ms, mfu 3.36%
iter 190: loss 2.3185, time 37.51ms, mfu 3.36%
iter 200: loss 2.2689, time 38.45ms, mfu 3.35%
iter 210: loss 2.2324, time 37.10ms, mfu 3.35%
iter 220: loss 2.1682, time 37.56ms, mfu 3.35%
iter 230: loss 2.1175, time 37.56ms, mfu 3.34%
iter 240: loss 2.0915, time 36.53ms, mfu 3.35%
step 250: train loss 1.9889, val loss 2.1066
saving checkpoint to out-shakespeare-char-2l6h
iter 250: loss 2.0615, time 5581.77ms, mfu 3.02%
iter 260: loss 2.0391, time 37.85ms, mfu 3.05%
iter 270: loss 2.0147, time 38.96ms, mfu 3.06%
iter 280: loss 2.0048, time 36.16ms, mfu 3.10%
iter 290: loss 1.9759, time 37.83ms, mfu 3.12%
iter 300: loss 1.9126, time 36.65ms, mfu 3.15%
iter 310: loss 1.9124, time 38.22ms, mfu 3.16%
iter 320: loss 1.8639, time 36.57ms, mfu 3.18%
iter 330: loss 1.8578, time 38.16ms, mfu 3.19%
iter 340: loss 1.8330, time 36.50ms, mfu 3.22%
iter 350: loss 1.8108, time 37.95ms, mfu 3.22%
iter 360: loss 1.8367, time 36.52ms, mfu 3.24%
iter 370: loss 1.7777, time 38.26ms, mfu 3.24%
iter 380: loss 1.7893, time 36.72ms, mfu 3.26%
iter 390: loss 1.8003, time 38.52ms, mfu 3.26%
iter 400: loss 1.8030, time 36.82ms, mfu 3.27%
iter 410: loss 1.7604, time 38.36ms, mfu 3.27%
iter 420: loss 1.7230, time 37.09ms, mfu 3.28%
iter 430: loss 1.7198, time 37.47ms, mfu 3.28%
iter 440: loss 1.7292, time 38.01ms, mfu 3.28%
iter 450: loss 1.6956, time 36.65ms, mfu 3.29%
iter 460: loss 1.7007, time 38.95ms, mfu 3.29%
iter 470: loss 1.6703, time 38.14ms, mfu 3.28%
iter 480: loss 1.6989, time 36.29ms, mfu 3.30%
iter 490: loss 1.6791, time 38.60ms, mfu 3.29%
step 500: train loss 1.5708, val loss 1.7627
saving checkpoint to out-shakespeare-char-2l6h
iter 500: loss 1.6911, time 4438.32ms, mfu 2.97%
iter 510: loss 1.6763, time 37.02ms, mfu 3.01%
iter 520: loss 1.6700, time 38.53ms, mfu 3.03%
iter 530: loss 1.6186, time 38.86ms, mfu 3.05%
iter 540: loss 1.6811, time 36.49ms, mfu 3.08%
iter 550: loss 1.6040, time 39.58ms, mfu 3.09%
iter 560: loss 1.6425, time 38.23ms, mfu 3.11%
iter 570: loss 1.6288, time 36.46ms, mfu 3.14%
iter 580: loss 1.6409, time 37.44ms, mfu 3.16%
iter 590: loss 1.6106, time 36.70ms, mfu 3.18%
iter 600: loss 1.6298, time 37.81ms, mfu 3.19%
iter 610: loss 1.6445, time 36.93ms, mfu 3.21%
iter 620: loss 1.5945, time 38.79ms, mfu 3.21%
iter 630: loss 1.5869, time 36.85ms, mfu 3.23%
iter 640: loss 1.6028, time 38.70ms, mfu 3.23%
iter 650: loss 1.5821, time 37.35ms, mfu 3.24%
iter 660: loss 1.5727, time 36.94ms, mfu 3.25%
iter 670: loss 1.5909, time 38.76ms, mfu 3.25%
iter 680: loss 1.6127, time 37.88ms, mfu 3.25%
iter 690: loss 1.5887, time 36.40ms, mfu 3.27%
iter 700: loss 1.5997, time 38.55ms, mfu 3.27%
iter 710: loss 1.5612, time 37.71ms, mfu 3.27%
iter 720: loss 1.5504, time 37.06ms, mfu 3.28%
iter 730: loss 1.5699, time 38.88ms, mfu 3.27%
iter 740: loss 1.5504, time 37.49ms, mfu 3.28%
step 750: train loss 1.4504, val loss 1.6767
saving checkpoint to out-shakespeare-char-2l6h
iter 750: loss 1.5259, time 4472.53ms, mfu 2.95%
iter 760: loss 1.5728, time 38.67ms, mfu 2.98%
iter 770: loss 1.5381, time 37.34ms, mfu 3.02%
iter 780: loss 1.5516, time 36.81ms, mfu 3.05%
iter 790: loss 1.5626, time 38.40ms, mfu 3.07%
iter 800: loss 1.5362, time 38.35ms, mfu 3.09%
iter 810: loss 1.5242, time 37.06ms, mfu 3.12%
