Overriding config with config/train_tt17_5k.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-tt17_5k'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'tt17_5k-char'
wandb_run_name = 'mini-gpt'

dataset = 'tt_17_5k'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 10
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 535 (inside data/tt_17_5k/meta.pkl)
Initializing a new model from scratch
number of parameters: 17.91M
num decayed parameter tensors: 42, with 17,998,464 parameters
num non-decayed parameter tensors: 21, with 8,064 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 6.3686, val loss 6.3713
iter 0: loss 6.3480, time 34635.91ms, mfu -100.00%
iter 10: loss 4.4670, time 185.93ms, mfu 3.37%
iter 20: loss 3.7406, time 192.42ms, mfu 3.36%
iter 30: loss 3.0845, time 192.83ms, mfu 3.35%
iter 40: loss 2.8310, time 194.50ms, mfu 3.33%
iter 50: loss 2.6861, time 197.38ms, mfu 3.32%
iter 60: loss 2.6905, time 194.43ms, mfu 3.31%
iter 70: loss 2.6771, time 193.70ms, mfu 3.30%
iter 80: loss 2.7326, time 194.64ms, mfu 3.29%
iter 90: loss 2.6618, time 195.57ms, mfu 3.28%
iter 100: loss 2.6487, time 191.30ms, mfu 3.28%
iter 110: loss 2.6944, time 197.19ms, mfu 3.27%
iter 120: loss 2.5881, time 192.70ms, mfu 3.27%
iter 130: loss 2.6503, time 198.54ms, mfu 3.26%
iter 140: loss 2.5992, time 196.56ms, mfu 3.25%
iter 150: loss 2.5864, time 192.66ms, mfu 3.25%
iter 160: loss 2.5773, time 191.39ms, mfu 3.25%
iter 170: loss 2.6301, time 191.14ms, mfu 3.25%
iter 180: loss 2.5994, time 192.75ms, mfu 3.25%
iter 190: loss 2.5572, time 192.05ms, mfu 3.25%
iter 200: loss 2.5452, time 192.36ms, mfu 3.25%
iter 210: loss 2.5575, time 191.38ms, mfu 3.26%
iter 220: loss 2.5371, time 189.98ms, mfu 3.26%
iter 230: loss 2.4272, time 189.86ms, mfu 3.26%
iter 240: loss 2.4340, time 184.85ms, mfu 3.28%
step 250: train loss 2.3369, val loss 2.3389
saving checkpoint to out-tt17_5k
iter 250: loss 2.4102, time 22787.71ms, mfu 2.95%
iter 260: loss 2.3464, time 189.96ms, mfu 2.99%
iter 270: loss 2.3434, time 188.08ms, mfu 3.02%
iter 280: loss 2.2590, time 185.28ms, mfu 3.06%
iter 290: loss 2.2409, time 189.38ms, mfu 3.08%
iter 300: loss 2.2792, time 193.08ms, mfu 3.10%
iter 310: loss 2.2296, time 193.70ms, mfu 3.11%
iter 320: loss 2.2309, time 190.49ms, mfu 3.13%
iter 330: loss 2.2021, time 187.72ms, mfu 3.15%
iter 340: loss 2.1323, time 190.31ms, mfu 3.16%
iter 350: loss 2.2025, time 192.75ms, mfu 3.17%
iter 360: loss 2.1776, time 197.70ms, mfu 3.17%
iter 370: loss 2.1230, time 190.55ms, mfu 3.18%
iter 380: loss 2.1623, time 192.70ms, mfu 3.19%
iter 390: loss 2.0710, time 195.89ms, mfu 3.19%
iter 400: loss 2.1593, time 194.82ms, mfu 3.19%
iter 410: loss 2.0354, time 192.85ms, mfu 3.20%
iter 420: loss 2.1144, time 193.03ms, mfu 3.20%
iter 430: loss 2.1012, time 190.03ms, mfu 3.21%
iter 440: loss 2.0320, time 191.79ms, mfu 3.22%
iter 450: loss 2.0360, time 191.26ms, mfu 3.22%
iter 460: loss 2.0299, time 190.40ms, mfu 3.23%
iter 470: loss 1.9868, time 187.97ms, mfu 3.24%
iter 480: loss 1.9535, time 194.76ms, mfu 3.24%
iter 490: loss 1.9738, time 191.07ms, mfu 3.24%
step 500: train loss 1.9078, val loss 1.9187
saving checkpoint to out-tt17_5k
iter 500: loss 1.9392, time 20990.70ms, mfu 2.92%
iter 510: loss 1.8841, time 193.50ms, mfu 2.95%
iter 520: loss 1.9817, time 189.72ms, mfu 2.99%
iter 530: loss 1.8823, time 188.23ms, mfu 3.02%
iter 540: loss 1.9016, time 189.77ms, mfu 3.05%
iter 550: loss 1.9358, time 190.44ms, mfu 3.07%
iter 560: loss 1.9803, time 187.37ms, mfu 3.10%
iter 570: loss 1.9249, time 187.26ms, mfu 3.12%
iter 580: loss 1.9457, time 190.32ms, mfu 3.14%
iter 590: loss 1.9381, time 193.46ms, mfu 3.15%
iter 600: loss 1.8685, time 192.68ms, mfu 3.16%
iter 610: loss 1.9083, time 186.70ms, mfu 3.18%
iter 620: loss 1.8733, time 193.94ms, mfu 3.18%
iter 630: loss 1.8576, time 194.78ms, mfu 3.19%
iter 640: loss 1.8315, time 189.14ms, mfu 3.20%
iter 650: loss 1.9099, time 192.55ms, mfu 3.21%
iter 660: loss 1.8436, time 189.19ms, mfu 3.22%
iter 670: loss 1.8054, time 193.31ms, mfu 3.22%
iter 680: loss 1.8423, time 187.19ms, mfu 3.23%
iter 690: loss 1.8384, time 190.86ms, mfu 3.24%
iter 700: loss 1.8582, time 191.51ms, mfu 3.24%
iter 710: loss 1.8389, time 194.40ms, mfu 3.24%
iter 720: loss 1.7680, time 190.75ms, mfu 3.24%
iter 730: loss 1.7913, time 191.05ms, mfu 3.25%
iter 740: loss 1.8681, time 190.38ms, mfu 3.25%
step 750: train loss 1.7028, val loss 1.7381
saving checkpoint to out-tt17_5k
iter 750: loss 1.8343, time 21075.00ms, mfu 2.93%
iter 760: loss 1.7951, time 192.09ms, mfu 2.96%
iter 770: loss 1.8134, time 193.83ms, mfu 2.99%
iter 780: loss 1.8274, time 191.85ms, mfu 3.02%
iter 790: loss 1.7946, time 194.97ms, mfu 3.04%
iter 800: loss 1.7877, time 194.89ms, mfu 3.05%
iter 810: loss 1.6842, time 191.49ms, mfu 3.07%
iter 820: loss 1.7653, time 193.13ms, mfu 3.09%
