Overriding config with hw/8l6h/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char-8l6h'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 8
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 3000
lr_decay_iters = 3000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 14.19M
num decayed parameter tensors: 34, with 14,279,040 parameters
num non-decayed parameter tensors: 17, with 6,528 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 4.3099, val loss 4.3027
iter 0: loss 4.2883, time 27846.94ms, mfu -100.00%
iter 10: loss 3.1999, time 143.55ms, mfu 3.46%
iter 20: loss 2.7632, time 143.01ms, mfu 3.46%
iter 30: loss 2.6266, time 142.54ms, mfu 3.46%
iter 40: loss 2.5533, time 143.17ms, mfu 3.46%
iter 50: loss 2.5131, time 141.64ms, mfu 3.47%
iter 60: loss 2.5201, time 142.28ms, mfu 3.47%
iter 70: loss 2.4981, time 145.20ms, mfu 3.46%
iter 80: loss 2.4770, time 143.03ms, mfu 3.47%
iter 90: loss 2.4793, time 145.79ms, mfu 3.46%
iter 100: loss 2.4586, time 142.28ms, mfu 3.46%
iter 110: loss 2.4387, time 142.72ms, mfu 3.46%
iter 120: loss 2.4416, time 144.49ms, mfu 3.46%
iter 130: loss 2.4348, time 143.44ms, mfu 3.46%
iter 140: loss 2.3999, time 144.19ms, mfu 3.46%
iter 150: loss 2.3849, time 144.83ms, mfu 3.46%
iter 160: loss 2.3787, time 143.32ms, mfu 3.46%
iter 170: loss 2.3252, time 142.93ms, mfu 3.46%
iter 180: loss 2.2909, time 141.70ms, mfu 3.46%
iter 190: loss 2.2717, time 140.94ms, mfu 3.47%
iter 200: loss 2.1891, time 144.53ms, mfu 3.47%
iter 210: loss 2.1724, time 147.95ms, mfu 3.46%
iter 220: loss 2.1278, time 143.29ms, mfu 3.46%
iter 230: loss 2.0851, time 146.21ms, mfu 3.45%
iter 240: loss 2.0587, time 143.95ms, mfu 3.45%
step 250: train loss 1.9725, val loss 2.0645
saving checkpoint to out-shakespeare-char-8l6h
iter 250: loss 2.0140, time 17723.08ms, mfu 3.11%
iter 260: loss 1.9959, time 142.44ms, mfu 3.15%
iter 270: loss 1.9781, time 148.28ms, mfu 3.17%
iter 280: loss 1.9138, time 143.75ms, mfu 3.19%
iter 290: loss 1.9087, time 142.11ms, mfu 3.22%
iter 300: loss 1.9031, time 145.25ms, mfu 3.24%
iter 310: loss 1.8801, time 141.36ms, mfu 3.27%
iter 320: loss 1.8251, time 145.32ms, mfu 3.29%
iter 330: loss 1.8640, time 145.89ms, mfu 3.30%
iter 340: loss 1.8401, time 143.68ms, mfu 3.31%
iter 350: loss 1.8261, time 145.06ms, mfu 3.32%
iter 360: loss 1.8370, time 145.54ms, mfu 3.33%
iter 370: loss 1.7741, time 140.80ms, mfu 3.35%
iter 380: loss 1.7458, time 144.66ms, mfu 3.36%
iter 390: loss 1.7415, time 142.13ms, mfu 3.37%
iter 400: loss 1.7346, time 144.90ms, mfu 3.38%
iter 410: loss 1.7270, time 144.16ms, mfu 3.39%
iter 420: loss 1.6884, time 142.26ms, mfu 3.40%
iter 430: loss 1.6857, time 144.07ms, mfu 3.40%
iter 440: loss 1.6805, time 145.88ms, mfu 3.40%
iter 450: loss 1.6636, time 142.50ms, mfu 3.41%
iter 460: loss 1.6834, time 143.98ms, mfu 3.41%
iter 470: loss 1.5877, time 142.53ms, mfu 3.42%
iter 480: loss 1.5955, time 141.28ms, mfu 3.43%
iter 490: loss 1.6019, time 144.92ms, mfu 3.43%
step 500: train loss 1.5284, val loss 1.7225
saving checkpoint to out-shakespeare-char-8l6h
iter 500: loss 1.6156, time 15940.39ms, mfu 3.09%
iter 510: loss 1.5749, time 144.77ms, mfu 3.12%
iter 520: loss 1.5957, time 142.93ms, mfu 3.16%
iter 530: loss 1.5657, time 142.86ms, mfu 3.19%
iter 540: loss 1.5733, time 146.53ms, mfu 3.21%
iter 550: loss 1.5688, time 144.34ms, mfu 3.23%
iter 560: loss 1.5574, time 142.10ms, mfu 3.26%
iter 570: loss 1.5476, time 146.59ms, mfu 3.27%
iter 580: loss 1.5551, time 147.16ms, mfu 3.28%
iter 590: loss 1.5006, time 145.50ms, mfu 3.30%
iter 600: loss 1.5339, time 140.89ms, mfu 3.32%
iter 610: loss 1.5252, time 144.87ms, mfu 3.33%
iter 620: loss 1.5150, time 146.34ms, mfu 3.34%
iter 630: loss 1.4590, time 143.74ms, mfu 3.35%
iter 640: loss 1.4759, time 144.48ms, mfu 3.36%
iter 650: loss 1.4816, time 146.62ms, mfu 3.36%
iter 660: loss 1.4662, time 144.38ms, mfu 3.37%
iter 670: loss 1.4548, time 147.57ms, mfu 3.37%
iter 680: loss 1.4409, time 146.42ms, mfu 3.37%
iter 690: loss 1.4668, time 148.34ms, mfu 3.37%
iter 700: loss 1.4825, time 144.98ms, mfu 3.37%
iter 710: loss 1.4505, time 160.72ms, mfu 3.34%
iter 720: loss 1.4387, time 151.52ms, mfu 3.34%
iter 730: loss 1.4481, time 153.19ms, mfu 3.33%
iter 740: loss 1.4087, time 150.62ms, mfu 3.33%
step 750: train loss 1.3486, val loss 1.5745
saving checkpoint to out-shakespeare-char-8l6h
iter 750: loss 1.4290, time 17344.84ms, mfu 3.00%
iter 760: loss 1.4286, time 148.09ms, mfu 3.03%
iter 770: loss 1.4022, time 151.74ms, mfu 3.06%
iter 780: loss 1.3435, time 151.83ms, mfu 3.08%
iter 790: loss 1.3950, time 151.42ms, mfu 3.10%
iter 800: loss 1.3609, time 150.98ms, mfu 3.12%
iter 810: loss 1.3434, time 149.61ms, mfu 3.14%
