Overriding config with hw/12l6h/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char-12l6h'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 12
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 3000
lr_decay_iters = 3000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 21.27M
num decayed parameter tensors: 50, with 21,356,928 parameters
num non-decayed parameter tensors: 25, with 9,600 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 4.2102, val loss 4.2037
iter 0: loss 4.2186, time 40909.76ms, mfu -100.00%
iter 10: loss 3.1147, time 223.15ms, mfu 3.34%
iter 20: loss 2.7363, time 222.71ms, mfu 3.34%
iter 30: loss 2.6113, time 223.35ms, mfu 3.34%
iter 40: loss 2.5652, time 226.20ms, mfu 3.33%
iter 50: loss 2.4998, time 224.80ms, mfu 3.33%
iter 60: loss 2.5062, time 237.16ms, mfu 3.31%
iter 70: loss 2.4760, time 228.66ms, mfu 3.31%
iter 80: loss 2.4740, time 233.55ms, mfu 3.29%
iter 90: loss 2.4705, time 233.52ms, mfu 3.28%
iter 100: loss 2.4583, time 231.30ms, mfu 3.28%
iter 110: loss 2.4536, time 232.84ms, mfu 3.27%
iter 120: loss 2.4470, time 228.30ms, mfu 3.27%
iter 130: loss 2.4271, time 225.67ms, mfu 3.27%
iter 140: loss 2.3979, time 224.29ms, mfu 3.28%
iter 150: loss 2.4054, time 223.14ms, mfu 3.28%
iter 160: loss 2.3925, time 223.40ms, mfu 3.29%
iter 170: loss 2.3632, time 222.48ms, mfu 3.29%
iter 180: loss 2.3062, time 224.32ms, mfu 3.30%
iter 190: loss 2.2789, time 222.84ms, mfu 3.30%
iter 200: loss 2.2118, time 220.06ms, mfu 3.31%
iter 210: loss 2.1643, time 223.12ms, mfu 3.31%
iter 220: loss 2.1413, time 220.04ms, mfu 3.32%
iter 230: loss 2.0489, time 223.04ms, mfu 3.32%
iter 240: loss 2.0655, time 215.44ms, mfu 3.33%
step 250: train loss 1.9726, val loss 2.0729
saving checkpoint to out-shakespeare-char-12l6h
iter 250: loss 2.0373, time 27139.60ms, mfu 3.00%
iter 260: loss 1.9863, time 224.99ms, mfu 3.03%
iter 270: loss 1.9763, time 222.07ms, mfu 3.07%
iter 280: loss 1.9383, time 230.30ms, mfu 3.08%
iter 290: loss 1.8933, time 226.76ms, mfu 3.10%
iter 300: loss 1.8971, time 229.43ms, mfu 3.12%
iter 310: loss 1.8898, time 224.59ms, mfu 3.14%
iter 320: loss 1.8570, time 222.11ms, mfu 3.16%
iter 330: loss 1.8219, time 224.09ms, mfu 3.17%
iter 340: loss 1.8139, time 223.52ms, mfu 3.19%
iter 350: loss 1.7946, time 223.63ms, mfu 3.20%
iter 360: loss 1.7945, time 221.72ms, mfu 3.22%
iter 370: loss 1.7920, time 223.78ms, mfu 3.23%
iter 380: loss 1.7561, time 224.73ms, mfu 3.24%
iter 390: loss 1.7435, time 220.68ms, mfu 3.25%
iter 400: loss 1.7200, time 221.25ms, mfu 3.26%
iter 410: loss 1.7390, time 221.77ms, mfu 3.27%
iter 420: loss 1.7293, time 223.48ms, mfu 3.28%
iter 430: loss 1.6789, time 222.88ms, mfu 3.28%
iter 440: loss 1.6774, time 222.26ms, mfu 3.29%
iter 450: loss 1.6599, time 223.61ms, mfu 3.29%
iter 460: loss 1.6348, time 223.33ms, mfu 3.30%
iter 470: loss 1.6587, time 221.90ms, mfu 3.30%
iter 480: loss 1.6206, time 221.08ms, mfu 3.31%
iter 490: loss 1.6085, time 220.83ms, mfu 3.32%
step 500: train loss 1.5208, val loss 1.7234
saving checkpoint to out-shakespeare-char-12l6h
iter 500: loss 1.6287, time 24629.86ms, mfu 2.99%
iter 510: loss 1.6014, time 221.05ms, mfu 3.03%
iter 520: loss 1.5916, time 223.03ms, mfu 3.06%
iter 530: loss 1.5377, time 222.48ms, mfu 3.09%
iter 540: loss 1.5471, time 221.93ms, mfu 3.11%
iter 550: loss 1.5006, time 221.59ms, mfu 3.14%
iter 560: loss 1.5522, time 222.09ms, mfu 3.16%
iter 570: loss 1.5334, time 222.52ms, mfu 3.18%
iter 580: loss 1.4951, time 223.99ms, mfu 3.19%
iter 590: loss 1.5032, time 223.09ms, mfu 3.21%
iter 600: loss 1.4730, time 222.24ms, mfu 3.22%
iter 610: loss 1.5117, time 221.67ms, mfu 3.23%
iter 620: loss 1.4582, time 224.32ms, mfu 3.24%
iter 630: loss 1.4627, time 222.79ms, mfu 3.25%
iter 640: loss 1.4575, time 226.82ms, mfu 3.26%
iter 650: loss 1.4588, time 221.73ms, mfu 3.27%
iter 660: loss 1.4779, time 222.71ms, mfu 3.27%
iter 670: loss 1.4474, time 221.00ms, mfu 3.28%
iter 680: loss 1.4085, time 223.87ms, mfu 3.29%
iter 690: loss 1.4116, time 221.86ms, mfu 3.29%
iter 700: loss 1.4376, time 224.84ms, mfu 3.30%
iter 710: loss 1.4287, time 223.92ms, mfu 3.30%
iter 720: loss 1.4093, time 221.75ms, mfu 3.30%
iter 730: loss 1.4109, time 223.02ms, mfu 3.31%
iter 740: loss 1.3705, time 224.38ms, mfu 3.31%
step 750: train loss 1.3339, val loss 1.5665
saving checkpoint to out-shakespeare-char-12l6h
iter 750: loss 1.3902, time 24681.00ms, mfu 2.98%
iter 760: loss 1.3622, time 222.35ms, mfu 3.02%
iter 770: loss 1.3687, time 224.21ms, mfu 3.05%
iter 780: loss 1.3463, time 223.57ms, mfu 3.08%
iter 790: loss 1.3605, time 223.08ms, mfu 3.10%
iter 800: loss 1.3980, time 221.88ms, mfu 3.13%
iter 810: loss 1.3401, time 221.56ms, mfu 3.15%
