Overriding config with hw/12l8h/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char-12l8h'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 12
n_head = 8
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 3000
lr_decay_iters = 3000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 21.27M
num decayed parameter tensors: 50, with 21,356,928 parameters
num non-decayed parameter tensors: 25, with 9,600 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 4.2107, val loss 4.2042
iter 0: loss 4.2229, time 41415.78ms, mfu -100.00%
iter 10: loss 3.1333, time 235.58ms, mfu 3.16%
iter 20: loss 2.7367, time 233.34ms, mfu 3.16%
iter 30: loss 2.6087, time 238.26ms, mfu 3.16%
iter 40: loss 2.5662, time 236.99ms, mfu 3.16%
iter 50: loss 2.4998, time 236.33ms, mfu 3.16%
iter 60: loss 2.5043, time 236.66ms, mfu 3.16%
iter 70: loss 2.4806, time 236.55ms, mfu 3.15%
iter 80: loss 2.4723, time 239.53ms, mfu 3.15%
iter 90: loss 2.4762, time 236.54ms, mfu 3.15%
iter 100: loss 2.4554, time 237.66ms, mfu 3.15%
iter 110: loss 2.4585, time 234.15ms, mfu 3.15%
iter 120: loss 2.4423, time 238.30ms, mfu 3.15%
iter 130: loss 2.4159, time 233.16ms, mfu 3.15%
iter 140: loss 2.3946, time 233.65ms, mfu 3.16%
iter 150: loss 2.4010, time 230.53ms, mfu 3.16%
iter 160: loss 2.3973, time 231.49ms, mfu 3.17%
iter 170: loss 2.3635, time 227.50ms, mfu 3.18%
iter 180: loss 2.3059, time 230.32ms, mfu 3.18%
iter 190: loss 2.2961, time 230.35ms, mfu 3.19%
iter 200: loss 2.2568, time 228.02ms, mfu 3.20%
iter 210: loss 2.2041, time 225.37ms, mfu 3.21%
iter 220: loss 2.1742, time 227.78ms, mfu 3.21%
iter 230: loss 2.0910, time 229.87ms, mfu 3.22%
iter 240: loss 2.0870, time 223.07ms, mfu 3.23%
step 250: train loss 2.0018, val loss 2.0961
saving checkpoint to out-shakespeare-char-12l8h
iter 250: loss 2.0669, time 27942.52ms, mfu 2.91%
iter 260: loss 2.0079, time 231.86ms, mfu 2.94%
iter 270: loss 1.9988, time 234.57ms, mfu 2.96%
iter 280: loss 1.9555, time 236.19ms, mfu 2.98%
iter 290: loss 1.9175, time 234.18ms, mfu 3.00%
iter 300: loss 1.9195, time 237.66ms, mfu 3.01%
iter 310: loss 1.9091, time 234.19ms, mfu 3.03%
iter 320: loss 1.8561, time 235.10ms, mfu 3.04%
iter 330: loss 1.8223, time 231.88ms, mfu 3.06%
iter 340: loss 1.8179, time 229.81ms, mfu 3.08%
iter 350: loss 1.7963, time 232.17ms, mfu 3.09%
iter 360: loss 1.8069, time 230.64ms, mfu 3.10%
iter 370: loss 1.7884, time 232.89ms, mfu 3.11%
iter 380: loss 1.7517, time 232.27ms, mfu 3.12%
iter 390: loss 1.7404, time 234.13ms, mfu 3.13%
iter 400: loss 1.7132, time 231.40ms, mfu 3.14%
iter 410: loss 1.7410, time 227.61ms, mfu 3.15%
iter 420: loss 1.7126, time 230.46ms, mfu 3.16%
iter 430: loss 1.6736, time 235.29ms, mfu 3.16%
iter 440: loss 1.6733, time 229.53ms, mfu 3.17%
iter 450: loss 1.6497, time 229.25ms, mfu 3.18%
iter 460: loss 1.6348, time 227.57ms, mfu 3.19%
iter 470: loss 1.6412, time 229.65ms, mfu 3.19%
iter 480: loss 1.6112, time 235.01ms, mfu 3.19%
iter 490: loss 1.5893, time 229.07ms, mfu 3.19%
step 500: train loss 1.5176, val loss 1.7225
saving checkpoint to out-shakespeare-char-12l8h
iter 500: loss 1.6274, time 25545.24ms, mfu 2.88%
iter 510: loss 1.5908, time 230.26ms, mfu 2.91%
iter 520: loss 1.5872, time 230.68ms, mfu 2.95%
iter 530: loss 1.5258, time 231.22ms, mfu 2.97%
iter 540: loss 1.5308, time 233.01ms, mfu 2.99%
iter 550: loss 1.4791, time 233.14ms, mfu 3.01%
iter 560: loss 1.5324, time 229.66ms, mfu 3.04%
iter 570: loss 1.5209, time 232.50ms, mfu 3.05%
iter 580: loss 1.4789, time 235.07ms, mfu 3.07%
iter 590: loss 1.4906, time 231.13ms, mfu 3.08%
iter 600: loss 1.4618, time 237.37ms, mfu 3.09%
iter 610: loss 1.4919, time 229.47ms, mfu 3.10%
iter 620: loss 1.4347, time 230.38ms, mfu 3.11%
iter 630: loss 1.4373, time 231.97ms, mfu 3.12%
iter 640: loss 1.4410, time 233.80ms, mfu 3.13%
iter 650: loss 1.4335, time 234.09ms, mfu 3.14%
iter 660: loss 1.4497, time 231.51ms, mfu 3.14%
iter 670: loss 1.4234, time 229.72ms, mfu 3.15%
iter 680: loss 1.3935, time 232.52ms, mfu 3.16%
iter 690: loss 1.3909, time 230.81ms, mfu 3.16%
iter 700: loss 1.4101, time 236.17ms, mfu 3.16%
iter 710: loss 1.4040, time 232.12ms, mfu 3.17%
iter 720: loss 1.3942, time 229.67ms, mfu 3.18%
iter 730: loss 1.3971, time 229.24ms, mfu 3.18%
iter 740: loss 1.3514, time 231.74ms, mfu 3.19%
step 750: train loss 1.3202, val loss 1.5650
saving checkpoint to out-shakespeare-char-12l8h
iter 750: loss 1.3741, time 25593.97ms, mfu 2.87%
iter 760: loss 1.3392, time 230.35ms, mfu 2.91%
iter 770: loss 1.3563, time 231.78ms, mfu 2.94%
iter 780: loss 1.3265, time 228.37ms, mfu 2.97%
iter 790: loss 1.3407, time 234.95ms, mfu 2.99%
iter 800: loss 1.3851, time 233.42ms, mfu 3.01%
iter 810: loss 1.3377, time 229.83ms, mfu 3.03%
