Overriding config with hw/10l12h/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char-10l12h'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 10
n_head = 12
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 3000
lr_decay_iters = 3000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 17.73M
num decayed parameter tensors: 42, with 17,817,984 parameters
num non-decayed parameter tensors: 21, with 8,064 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 4.2011, val loss 4.1932
iter 0: loss 4.2225, time 34813.30ms, mfu -100.00%
iter 10: loss 3.2577, time 194.17ms, mfu 3.20%
iter 20: loss 2.7918, time 195.69ms, mfu 3.19%
iter 30: loss 2.6244, time 194.26ms, mfu 3.19%
iter 40: loss 2.5709, time 199.27ms, mfu 3.19%
iter 50: loss 2.5187, time 202.56ms, mfu 3.17%
iter 60: loss 2.4896, time 199.48ms, mfu 3.17%
iter 70: loss 2.4879, time 203.14ms, mfu 3.16%
iter 80: loss 2.4954, time 196.94ms, mfu 3.16%
iter 90: loss 2.4819, time 199.22ms, mfu 3.15%
iter 100: loss 2.4688, time 203.06ms, mfu 3.14%
iter 110: loss 2.4409, time 199.18ms, mfu 3.14%
iter 120: loss 2.4162, time 195.87ms, mfu 3.14%
iter 130: loss 2.4121, time 194.44ms, mfu 3.15%
iter 140: loss 2.4030, time 199.33ms, mfu 3.14%
iter 150: loss 2.3942, time 196.47ms, mfu 3.14%
iter 160: loss 2.3809, time 197.81ms, mfu 3.14%
iter 170: loss 2.3542, time 194.21ms, mfu 3.15%
iter 180: loss 2.3349, time 199.67ms, mfu 3.15%
iter 190: loss 2.3023, time 195.77ms, mfu 3.15%
iter 200: loss 2.2625, time 195.79ms, mfu 3.15%
iter 210: loss 2.2279, time 193.24ms, mfu 3.16%
iter 220: loss 2.1899, time 193.18ms, mfu 3.16%
iter 230: loss 2.1466, time 195.13ms, mfu 3.16%
iter 240: loss 2.1081, time 190.65ms, mfu 3.17%
step 250: train loss 2.0274, val loss 2.1306
saving checkpoint to out-shakespeare-char-10l12h
iter 250: loss 2.0904, time 23355.67ms, mfu 2.86%
iter 260: loss 2.0900, time 195.79ms, mfu 2.89%
iter 270: loss 2.0214, time 193.58ms, mfu 2.92%
iter 280: loss 2.0102, time 193.10ms, mfu 2.95%
iter 290: loss 1.9428, time 199.64ms, mfu 2.97%
iter 300: loss 1.9550, time 195.63ms, mfu 2.99%
iter 310: loss 1.9377, time 194.64ms, mfu 3.01%
iter 320: loss 1.8519, time 197.11ms, mfu 3.02%
iter 330: loss 1.8757, time 195.40ms, mfu 3.04%
iter 340: loss 1.8403, time 193.73ms, mfu 3.05%
iter 350: loss 1.8058, time 199.69ms, mfu 3.06%
iter 360: loss 1.8313, time 195.93ms, mfu 3.07%
iter 370: loss 1.7565, time 198.97ms, mfu 3.07%
iter 380: loss 1.7507, time 197.46ms, mfu 3.08%
iter 390: loss 1.7427, time 193.26ms, mfu 3.09%
iter 400: loss 1.7449, time 197.88ms, mfu 3.10%
iter 410: loss 1.7072, time 195.61ms, mfu 3.11%
iter 420: loss 1.6477, time 193.88ms, mfu 3.11%
iter 430: loss 1.6149, time 194.93ms, mfu 3.12%
iter 440: loss 1.6563, time 195.36ms, mfu 3.13%
iter 450: loss 1.6654, time 196.18ms, mfu 3.13%
iter 460: loss 1.6164, time 195.82ms, mfu 3.13%
iter 470: loss 1.6138, time 198.55ms, mfu 3.13%
iter 480: loss 1.5766, time 196.95ms, mfu 3.14%
iter 490: loss 1.5682, time 193.62ms, mfu 3.14%
step 500: train loss 1.5150, val loss 1.7156
saving checkpoint to out-shakespeare-char-10l12h
iter 500: loss 1.5757, time 21059.84ms, mfu 2.83%
iter 510: loss 1.5399, time 193.74ms, mfu 2.87%
iter 520: loss 1.5819, time 191.63ms, mfu 2.91%
iter 530: loss 1.5538, time 189.86ms, mfu 2.94%
iter 540: loss 1.5535, time 194.07ms, mfu 2.97%
iter 550: loss 1.5290, time 189.62ms, mfu 3.00%
iter 560: loss 1.5248, time 192.85ms, mfu 3.02%
iter 570: loss 1.5133, time 193.16ms, mfu 3.04%
iter 580: loss 1.4690, time 195.76ms, mfu 3.05%
iter 590: loss 1.4941, time 193.69ms, mfu 3.07%
iter 600: loss 1.4753, time 195.16ms, mfu 3.08%
iter 610: loss 1.4918, time 197.38ms, mfu 3.08%
iter 620: loss 1.5190, time 195.42ms, mfu 3.09%
iter 630: loss 1.4836, time 195.20ms, mfu 3.10%
iter 640: loss 1.4417, time 197.37ms, mfu 3.11%
iter 650: loss 1.4064, time 194.06ms, mfu 3.12%
iter 660: loss 1.4356, time 196.17ms, mfu 3.12%
iter 670: loss 1.4239, time 196.57ms, mfu 3.12%
iter 680: loss 1.4401, time 195.92ms, mfu 3.13%
iter 690: loss 1.4130, time 192.66ms, mfu 3.14%
iter 700: loss 1.4336, time 192.14ms, mfu 3.15%
iter 710: loss 1.4245, time 193.17ms, mfu 3.15%
iter 720: loss 1.3993, time 193.60ms, mfu 3.16%
iter 730: loss 1.3697, time 193.54ms, mfu 3.16%
iter 740: loss 1.3808, time 192.53ms, mfu 3.17%
step 750: train loss 1.3246, val loss 1.5479
saving checkpoint to out-shakespeare-char-10l12h
iter 750: loss 1.3680, time 21366.83ms, mfu 2.86%
iter 760: loss 1.3285, time 193.19ms, mfu 2.89%
iter 770: loss 1.3816, time 193.11ms, mfu 2.92%
iter 780: loss 1.3883, time 191.20ms, mfu 2.96%
iter 790: loss 1.3313, time 195.55ms, mfu 2.98%
iter 800: loss 1.3884, time 192.20ms, mfu 3.00%
iter 810: loss 1.3718, time 192.36ms, mfu 3.02%
