Overriding config with hw/8l12h/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char-8l12h'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 8
n_head = 12
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 3000
lr_decay_iters = 3000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 14.19M
num decayed parameter tensors: 34, with 14,279,040 parameters
num non-decayed parameter tensors: 17, with 6,528 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 4.3097, val loss 4.3025
iter 0: loss 4.2853, time 29011.26ms, mfu -100.00%
iter 10: loss 3.1976, time 152.61ms, mfu 3.25%
iter 20: loss 2.7680, time 158.79ms, mfu 3.24%
iter 30: loss 2.6286, time 158.75ms, mfu 3.23%
iter 40: loss 2.5526, time 157.05ms, mfu 3.22%
iter 50: loss 2.5080, time 152.95ms, mfu 3.23%
iter 60: loss 2.5225, time 159.41ms, mfu 3.21%
iter 70: loss 2.4822, time 161.38ms, mfu 3.20%
iter 80: loss 2.4676, time 156.53ms, mfu 3.20%
iter 90: loss 2.4754, time 162.10ms, mfu 3.18%
iter 100: loss 2.4518, time 160.01ms, mfu 3.18%
iter 110: loss 2.4505, time 162.68ms, mfu 3.16%
iter 120: loss 2.4406, time 155.07ms, mfu 3.17%
iter 130: loss 2.4225, time 159.87ms, mfu 3.16%
iter 140: loss 2.3959, time 156.76ms, mfu 3.16%
iter 150: loss 2.3859, time 159.42ms, mfu 3.16%
iter 160: loss 2.3835, time 153.56ms, mfu 3.17%
iter 170: loss 2.3261, time 157.91ms, mfu 3.16%
iter 180: loss 2.3193, time 158.12ms, mfu 3.16%
iter 190: loss 2.3200, time 158.45ms, mfu 3.16%
iter 200: loss 2.2660, time 153.67ms, mfu 3.17%
iter 210: loss 2.2471, time 151.78ms, mfu 3.18%
iter 220: loss 2.2149, time 156.05ms, mfu 3.18%
iter 230: loss 2.1722, time 153.13ms, mfu 3.18%
iter 240: loss 2.1280, time 156.31ms, mfu 3.18%
step 250: train loss 2.0479, val loss 2.1284
saving checkpoint to out-shakespeare-char-8l12h
iter 250: loss 2.0883, time 18959.51ms, mfu 2.87%
iter 260: loss 2.0753, time 151.07ms, mfu 2.91%
iter 270: loss 2.0483, time 151.79ms, mfu 2.95%
iter 280: loss 1.9750, time 152.09ms, mfu 2.98%
iter 290: loss 1.9781, time 149.70ms, mfu 3.01%
iter 300: loss 1.9523, time 151.34ms, mfu 3.04%
iter 310: loss 1.9298, time 151.81ms, mfu 3.06%
iter 320: loss 1.8710, time 151.61ms, mfu 3.08%
iter 330: loss 1.9093, time 151.10ms, mfu 3.10%
iter 340: loss 1.8845, time 153.13ms, mfu 3.12%
iter 350: loss 1.8571, time 150.44ms, mfu 3.14%
iter 360: loss 1.8532, time 152.28ms, mfu 3.15%
iter 370: loss 1.8013, time 152.61ms, mfu 3.16%
iter 380: loss 1.7584, time 156.75ms, mfu 3.16%
iter 390: loss 1.7631, time 156.76ms, mfu 3.16%
iter 400: loss 1.7520, time 155.98ms, mfu 3.16%
iter 410: loss 1.7439, time 154.77ms, mfu 3.17%
iter 420: loss 1.7009, time 155.41ms, mfu 3.17%
iter 430: loss 1.6906, time 154.45ms, mfu 3.17%
iter 440: loss 1.6972, time 154.82ms, mfu 3.18%
iter 450: loss 1.6628, time 154.63ms, mfu 3.18%
iter 460: loss 1.6772, time 156.01ms, mfu 3.18%
iter 470: loss 1.5976, time 152.56ms, mfu 3.19%
iter 480: loss 1.5896, time 153.34ms, mfu 3.19%
iter 490: loss 1.6045, time 153.03ms, mfu 3.20%
step 500: train loss 1.5249, val loss 1.7114
saving checkpoint to out-shakespeare-char-8l12h
iter 500: loss 1.6124, time 17505.85ms, mfu 2.88%
iter 510: loss 1.5641, time 149.34ms, mfu 2.93%
iter 520: loss 1.5848, time 157.54ms, mfu 2.95%
iter 530: loss 1.5539, time 151.90ms, mfu 2.98%
iter 540: loss 1.5582, time 151.65ms, mfu 3.01%
iter 550: loss 1.5484, time 152.74ms, mfu 3.03%
iter 560: loss 1.5396, time 151.01ms, mfu 3.06%
iter 570: loss 1.5404, time 153.19ms, mfu 3.08%
iter 580: loss 1.5440, time 154.08ms, mfu 3.09%
iter 590: loss 1.4887, time 152.80ms, mfu 3.11%
iter 600: loss 1.5170, time 154.41ms, mfu 3.12%
iter 610: loss 1.5077, time 154.35ms, mfu 3.13%
iter 620: loss 1.4981, time 151.70ms, mfu 3.14%
iter 630: loss 1.4452, time 150.73ms, mfu 3.16%
iter 640: loss 1.4571, time 151.50ms, mfu 3.17%
iter 650: loss 1.4679, time 151.01ms, mfu 3.18%
iter 660: loss 1.4516, time 151.55ms, mfu 3.19%
iter 670: loss 1.4351, time 150.99ms, mfu 3.20%
iter 680: loss 1.4236, time 153.07ms, mfu 3.21%
iter 690: loss 1.4507, time 152.07ms, mfu 3.21%
iter 700: loss 1.4717, time 153.60ms, mfu 3.21%
iter 710: loss 1.4383, time 152.23ms, mfu 3.22%
iter 720: loss 1.4195, time 152.47ms, mfu 3.22%
iter 730: loss 1.4298, time 154.15ms, mfu 3.22%
iter 740: loss 1.3894, time 149.47ms, mfu 3.23%
step 750: train loss 1.3348, val loss 1.5683
saving checkpoint to out-shakespeare-char-8l12h
iter 750: loss 1.4081, time 17503.95ms, mfu 2.91%
iter 760: loss 1.4208, time 153.66ms, mfu 2.94%
iter 770: loss 1.3799, time 151.95ms, mfu 2.98%
iter 780: loss 1.3321, time 152.73ms, mfu 3.00%
iter 790: loss 1.3740, time 151.86ms, mfu 3.03%
iter 800: loss 1.3483, time 151.27ms, mfu 3.06%
iter 810: loss 1.3280, time 152.50ms, mfu 3.08%
