Overriding config with hw/6l8h/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char-6l8h'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 8
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 3000
lr_decay_iters = 3000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
num decayed parameter tensors: 26, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 4.2869, val loss 4.2818
iter 0: loss 4.2700, time 22161.63ms, mfu -100.00%
iter 10: loss 3.2458, time 117.86ms, mfu 3.16%
iter 20: loss 2.7924, time 116.86ms, mfu 3.16%
iter 30: loss 2.6372, time 115.66ms, mfu 3.17%
iter 40: loss 2.5757, time 119.88ms, mfu 3.16%
iter 50: loss 2.5276, time 121.22ms, mfu 3.15%
iter 60: loss 2.5085, time 117.84ms, mfu 3.16%
iter 70: loss 2.4973, time 119.24ms, mfu 3.15%
iter 80: loss 2.4916, time 117.21ms, mfu 3.16%
iter 90: loss 2.4636, time 117.49ms, mfu 3.16%
iter 100: loss 2.4543, time 116.96ms, mfu 3.16%
iter 110: loss 2.4584, time 119.34ms, mfu 3.16%
iter 120: loss 2.4268, time 119.38ms, mfu 3.15%
iter 130: loss 2.4128, time 117.67ms, mfu 3.15%
iter 140: loss 2.3998, time 117.47ms, mfu 3.16%
iter 150: loss 2.4068, time 119.01ms, mfu 3.15%
iter 160: loss 2.3734, time 120.40ms, mfu 3.15%
iter 170: loss 2.3933, time 121.47ms, mfu 3.14%
iter 180: loss 2.3415, time 121.16ms, mfu 3.13%
iter 190: loss 2.2689, time 119.28ms, mfu 3.13%
iter 200: loss 2.2330, time 117.14ms, mfu 3.14%
iter 210: loss 2.1791, time 119.47ms, mfu 3.14%
iter 220: loss 2.1775, time 117.83ms, mfu 3.14%
iter 230: loss 2.1013, time 116.60ms, mfu 3.14%
iter 240: loss 2.0989, time 118.35ms, mfu 3.14%
step 250: train loss 1.9981, val loss 2.0889
saving checkpoint to out-shakespeare-char-6l8h
iter 250: loss 2.0688, time 14391.98ms, mfu 2.83%
iter 260: loss 1.9945, time 116.04ms, mfu 2.87%
iter 270: loss 1.9927, time 118.01ms, mfu 2.90%
iter 280: loss 1.9983, time 116.18ms, mfu 2.93%
iter 290: loss 1.9379, time 116.24ms, mfu 2.96%
iter 300: loss 1.9205, time 116.39ms, mfu 2.98%
iter 310: loss 1.8859, time 116.67ms, mfu 3.00%
iter 320: loss 1.8635, time 114.88ms, mfu 3.03%
iter 330: loss 1.8362, time 116.20ms, mfu 3.05%
iter 340: loss 1.8012, time 117.51ms, mfu 3.06%
iter 350: loss 1.8454, time 117.94ms, mfu 3.07%
iter 360: loss 1.7760, time 116.12ms, mfu 3.08%
iter 370: loss 1.7581, time 113.25ms, mfu 3.10%
iter 380: loss 1.7443, time 116.82ms, mfu 3.11%
iter 390: loss 1.7441, time 115.98ms, mfu 3.12%
iter 400: loss 1.7714, time 117.21ms, mfu 3.13%
iter 410: loss 1.6976, time 113.98ms, mfu 3.14%
iter 420: loss 1.7167, time 116.77ms, mfu 3.15%
iter 430: loss 1.6980, time 115.39ms, mfu 3.15%
iter 440: loss 1.6586, time 117.60ms, mfu 3.16%
iter 450: loss 1.6585, time 117.22ms, mfu 3.16%
iter 460: loss 1.5995, time 116.59ms, mfu 3.16%
iter 470: loss 1.6590, time 119.87ms, mfu 3.16%
iter 480: loss 1.6229, time 116.07ms, mfu 3.16%
iter 490: loss 1.6028, time 116.08ms, mfu 3.17%
step 500: train loss 1.5269, val loss 1.7288
saving checkpoint to out-shakespeare-char-6l8h
iter 500: loss 1.6025, time 12791.87ms, mfu 2.85%
iter 510: loss 1.6075, time 117.23ms, mfu 2.89%
iter 520: loss 1.5879, time 116.00ms, mfu 2.92%
iter 530: loss 1.5535, time 117.72ms, mfu 2.94%
iter 540: loss 1.6159, time 114.27ms, mfu 2.97%
iter 550: loss 1.5582, time 115.54ms, mfu 3.00%
iter 560: loss 1.5501, time 117.13ms, mfu 3.02%
iter 570: loss 1.5608, time 117.87ms, mfu 3.03%
iter 580: loss 1.5275, time 118.28ms, mfu 3.04%
iter 590: loss 1.4887, time 117.42ms, mfu 3.06%
iter 600: loss 1.5120, time 117.22ms, mfu 3.07%
iter 610: loss 1.5405, time 116.62ms, mfu 3.08%
iter 620: loss 1.5206, time 120.50ms, mfu 3.08%
iter 630: loss 1.5059, time 117.07ms, mfu 3.09%
iter 640: loss 1.4537, time 116.94ms, mfu 3.10%
iter 650: loss 1.4894, time 118.36ms, mfu 3.11%
iter 660: loss 1.5003, time 118.27ms, mfu 3.11%
iter 670: loss 1.4382, time 117.15ms, mfu 3.12%
iter 680: loss 1.4981, time 116.19ms, mfu 3.13%
iter 690: loss 1.4506, time 118.14ms, mfu 3.13%
iter 700: loss 1.4762, time 117.09ms, mfu 3.14%
iter 710: loss 1.4427, time 116.75ms, mfu 3.14%
iter 720: loss 1.4300, time 119.40ms, mfu 3.14%
iter 730: loss 1.4085, time 114.87ms, mfu 3.15%
iter 740: loss 1.4118, time 117.74ms, mfu 3.15%
step 750: train loss 1.3538, val loss 1.5839
saving checkpoint to out-shakespeare-char-6l8h
iter 750: loss 1.4176, time 12919.90ms, mfu 2.84%
iter 760: loss 1.4287, time 116.07ms, mfu 2.88%
iter 770: loss 1.4110, time 113.90ms, mfu 2.92%
iter 780: loss 1.4196, time 118.00ms, mfu 2.94%
iter 790: loss 1.4005, time 117.72ms, mfu 2.96%
iter 800: loss 1.4135, time 115.27ms, mfu 2.99%
iter 810: loss 1.3889, time 116.73ms, mfu 3.01%
