Overriding config with hw/8l8h/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char-8l8h'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 8
n_head = 8
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 3000
lr_decay_iters = 3000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 14.19M
num decayed parameter tensors: 34, with 14,279,040 parameters
num non-decayed parameter tensors: 17, with 6,528 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 4.3095, val loss 4.3024
iter 0: loss 4.2868, time 28468.91ms, mfu -100.00%
iter 10: loss 3.1973, time 157.08ms, mfu 3.16%
iter 20: loss 2.7652, time 161.93ms, mfu 3.15%
iter 30: loss 2.6258, time 158.96ms, mfu 3.15%
iter 40: loss 2.5509, time 160.18ms, mfu 3.14%
iter 50: loss 2.5087, time 158.19ms, mfu 3.14%
iter 60: loss 2.5227, time 158.29ms, mfu 3.14%
iter 70: loss 2.4971, time 159.60ms, mfu 3.14%
iter 80: loss 2.4687, time 163.46ms, mfu 3.13%
iter 90: loss 2.4733, time 159.69ms, mfu 3.13%
iter 100: loss 2.4516, time 158.87ms, mfu 3.13%
iter 110: loss 2.4329, time 158.95ms, mfu 3.13%
iter 120: loss 2.4464, time 155.90ms, mfu 3.13%
iter 130: loss 2.4212, time 160.25ms, mfu 3.13%
iter 140: loss 2.3973, time 161.53ms, mfu 3.12%
iter 150: loss 2.3838, time 158.37ms, mfu 3.13%
iter 160: loss 2.3774, time 160.61ms, mfu 3.12%
iter 170: loss 2.3371, time 157.28ms, mfu 3.13%
iter 180: loss 2.3210, time 159.59ms, mfu 3.12%
iter 190: loss 2.2920, time 158.34ms, mfu 3.13%
iter 200: loss 2.2248, time 153.86ms, mfu 3.14%
iter 210: loss 2.2040, time 157.93ms, mfu 3.14%
iter 220: loss 2.1765, time 155.61ms, mfu 3.14%
iter 230: loss 2.1237, time 151.59ms, mfu 3.16%
iter 240: loss 2.0843, time 153.28ms, mfu 3.16%
step 250: train loss 1.9946, val loss 2.0742
saving checkpoint to out-shakespeare-char-8l8h
iter 250: loss 2.0383, time 18715.76ms, mfu 2.85%
iter 260: loss 2.0242, time 148.96ms, mfu 2.90%
iter 270: loss 2.0050, time 153.34ms, mfu 2.93%
iter 280: loss 1.9234, time 152.00ms, mfu 2.97%
iter 290: loss 1.9199, time 152.76ms, mfu 2.99%
iter 300: loss 1.9117, time 152.86ms, mfu 3.02%
iter 310: loss 1.8926, time 152.95ms, mfu 3.04%
iter 320: loss 1.8350, time 152.91ms, mfu 3.06%
iter 330: loss 1.8779, time 153.00ms, mfu 3.08%
iter 340: loss 1.8463, time 154.15ms, mfu 3.10%
iter 350: loss 1.8281, time 151.76ms, mfu 3.11%
iter 360: loss 1.8378, time 150.98ms, mfu 3.13%
iter 370: loss 1.7755, time 152.23ms, mfu 3.14%
iter 380: loss 1.7332, time 152.61ms, mfu 3.15%
iter 390: loss 1.7449, time 152.16ms, mfu 3.17%
iter 400: loss 1.7309, time 151.79ms, mfu 3.18%
iter 410: loss 1.7258, time 157.68ms, mfu 3.17%
iter 420: loss 1.6799, time 152.55ms, mfu 3.18%
iter 430: loss 1.6778, time 155.46ms, mfu 3.18%
iter 440: loss 1.6819, time 151.41ms, mfu 3.19%
iter 450: loss 1.6544, time 155.80ms, mfu 3.19%
iter 460: loss 1.6619, time 151.88ms, mfu 3.20%
iter 470: loss 1.5780, time 154.03ms, mfu 3.20%
iter 480: loss 1.5922, time 154.51ms, mfu 3.20%
iter 490: loss 1.5935, time 155.26ms, mfu 3.20%
step 500: train loss 1.5248, val loss 1.7215
saving checkpoint to out-shakespeare-char-8l8h
iter 500: loss 1.6042, time 17510.13ms, mfu 2.89%
iter 510: loss 1.5561, time 150.43ms, mfu 2.93%
iter 520: loss 1.5766, time 152.04ms, mfu 2.96%
iter 530: loss 1.5494, time 154.69ms, mfu 2.99%
iter 540: loss 1.5596, time 153.79ms, mfu 3.01%
iter 550: loss 1.5515, time 152.62ms, mfu 3.03%
iter 560: loss 1.5342, time 152.38ms, mfu 3.06%
iter 570: loss 1.5440, time 154.43ms, mfu 3.07%
iter 580: loss 1.5472, time 153.82ms, mfu 3.09%
iter 590: loss 1.4832, time 155.37ms, mfu 3.10%
iter 600: loss 1.5222, time 150.51ms, mfu 3.12%
iter 610: loss 1.5100, time 153.57ms, mfu 3.13%
iter 620: loss 1.5078, time 155.39ms, mfu 3.14%
iter 630: loss 1.4365, time 151.29ms, mfu 3.15%
iter 640: loss 1.4604, time 153.04ms, mfu 3.16%
iter 650: loss 1.4586, time 151.90ms, mfu 3.17%
iter 660: loss 1.4460, time 151.76ms, mfu 3.18%
iter 670: loss 1.4384, time 152.99ms, mfu 3.19%
iter 680: loss 1.4258, time 152.03ms, mfu 3.20%
iter 690: loss 1.4528, time 159.14ms, mfu 3.19%
iter 700: loss 1.4657, time 154.15ms, mfu 3.19%
iter 710: loss 1.4397, time 151.05ms, mfu 3.20%
iter 720: loss 1.4227, time 156.11ms, mfu 3.20%
iter 730: loss 1.4229, time 152.22ms, mfu 3.21%
iter 740: loss 1.3906, time 152.84ms, mfu 3.21%
step 750: train loss 1.3352, val loss 1.5681
saving checkpoint to out-shakespeare-char-8l8h
iter 750: loss 1.4145, time 17504.56ms, mfu 2.89%
iter 760: loss 1.4165, time 152.52ms, mfu 2.93%
iter 770: loss 1.3891, time 158.00ms, mfu 2.95%
iter 780: loss 1.3290, time 155.00ms, mfu 2.97%
iter 790: loss 1.3821, time 153.58ms, mfu 3.00%
iter 800: loss 1.3485, time 155.63ms, mfu 3.02%
iter 810: loss 1.3235, time 153.55ms, mfu 3.04%
