Overriding config with hw/10l6h/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char-10l6h'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 10
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 3000
lr_decay_iters = 3000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 17.73M
num decayed parameter tensors: 42, with 17,817,984 parameters
num non-decayed parameter tensors: 21, with 8,064 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 4.2018, val loss 4.1939
iter 0: loss 4.2219, time 34020.40ms, mfu -100.00%
iter 10: loss 3.2616, time 190.76ms, mfu 3.25%
iter 20: loss 2.7896, time 189.07ms, mfu 3.26%
iter 30: loss 2.6313, time 190.54ms, mfu 3.26%
iter 40: loss 2.5714, time 193.54ms, mfu 3.25%
iter 50: loss 2.5188, time 194.56ms, mfu 3.24%
iter 60: loss 2.4878, time 190.33ms, mfu 3.25%
iter 70: loss 2.4825, time 192.74ms, mfu 3.24%
iter 80: loss 2.5038, time 193.77ms, mfu 3.24%
iter 90: loss 2.4817, time 195.84ms, mfu 3.23%
iter 100: loss 2.4715, time 196.08ms, mfu 3.23%
iter 110: loss 2.4310, time 196.34ms, mfu 3.22%
iter 120: loss 2.4175, time 194.32ms, mfu 3.22%
iter 130: loss 2.4138, time 191.61ms, mfu 3.22%
iter 140: loss 2.4047, time 193.36ms, mfu 3.22%
iter 150: loss 2.3834, time 191.16ms, mfu 3.22%
iter 160: loss 2.3715, time 191.01ms, mfu 3.22%
iter 170: loss 2.3424, time 191.81ms, mfu 3.22%
iter 180: loss 2.2941, time 190.57ms, mfu 3.23%
iter 190: loss 2.2426, time 190.61ms, mfu 3.23%
iter 200: loss 2.2066, time 185.94ms, mfu 3.24%
iter 210: loss 2.1556, time 187.08ms, mfu 3.25%
iter 220: loss 2.1114, time 190.57ms, mfu 3.25%
iter 230: loss 2.0675, time 182.18ms, mfu 3.27%
iter 240: loss 2.0383, time 186.27ms, mfu 3.27%
step 250: train loss 1.9592, val loss 2.0721
saving checkpoint to out-shakespeare-char-10l6h
iter 250: loss 2.0248, time 22471.91ms, mfu 2.95%
iter 260: loss 2.0301, time 190.69ms, mfu 2.98%
iter 270: loss 1.9608, time 187.95ms, mfu 3.01%
iter 280: loss 1.9598, time 188.91ms, mfu 3.04%
iter 290: loss 1.8867, time 189.43ms, mfu 3.06%
iter 300: loss 1.9158, time 188.06ms, mfu 3.09%
iter 310: loss 1.9026, time 182.85ms, mfu 3.12%
iter 320: loss 1.8193, time 194.36ms, mfu 3.12%
iter 330: loss 1.8502, time 187.45ms, mfu 3.14%
iter 340: loss 1.8086, time 190.18ms, mfu 3.15%
iter 350: loss 1.7765, time 187.20ms, mfu 3.17%
iter 360: loss 1.8240, time 190.87ms, mfu 3.18%
iter 370: loss 1.7454, time 188.36ms, mfu 3.19%
iter 380: loss 1.7482, time 193.67ms, mfu 3.19%
iter 390: loss 1.7403, time 190.58ms, mfu 3.20%
iter 400: loss 1.7396, time 187.65ms, mfu 3.21%
iter 410: loss 1.6929, time 193.44ms, mfu 3.21%
iter 420: loss 1.6480, time 189.09ms, mfu 3.22%
iter 430: loss 1.6258, time 191.85ms, mfu 3.22%
iter 440: loss 1.6555, time 188.82ms, mfu 3.22%
iter 450: loss 1.6576, time 190.84ms, mfu 3.23%
iter 460: loss 1.6291, time 187.86ms, mfu 3.23%
iter 470: loss 1.6135, time 191.72ms, mfu 3.24%
iter 480: loss 1.5836, time 190.73ms, mfu 3.24%
iter 490: loss 1.5824, time 191.04ms, mfu 3.24%
step 500: train loss 1.5256, val loss 1.7219
saving checkpoint to out-shakespeare-char-10l6h
iter 500: loss 1.5995, time 20443.30ms, mfu 2.92%
iter 510: loss 1.5615, time 190.33ms, mfu 2.95%
iter 520: loss 1.6110, time 182.27ms, mfu 3.00%
iter 530: loss 1.5734, time 186.87ms, mfu 3.03%
iter 540: loss 1.5740, time 184.23ms, mfu 3.06%
iter 550: loss 1.5522, time 188.64ms, mfu 3.09%
iter 560: loss 1.5465, time 191.36ms, mfu 3.10%
iter 570: loss 1.5347, time 185.37ms, mfu 3.13%
iter 580: loss 1.4963, time 190.71ms, mfu 3.14%
iter 590: loss 1.5133, time 186.70ms, mfu 3.16%
iter 600: loss 1.4926, time 188.96ms, mfu 3.17%
iter 610: loss 1.5205, time 188.85ms, mfu 3.18%
iter 620: loss 1.5273, time 189.02ms, mfu 3.19%
iter 630: loss 1.5004, time 191.16ms, mfu 3.20%
iter 640: loss 1.4670, time 188.96ms, mfu 3.21%
iter 650: loss 1.4368, time 191.09ms, mfu 3.21%
iter 660: loss 1.4658, time 191.50ms, mfu 3.21%
iter 670: loss 1.4557, time 185.05ms, mfu 3.23%
iter 680: loss 1.4620, time 192.63ms, mfu 3.23%
iter 690: loss 1.4375, time 189.08ms, mfu 3.23%
iter 700: loss 1.4588, time 190.25ms, mfu 3.23%
iter 710: loss 1.4433, time 187.36ms, mfu 3.24%
iter 720: loss 1.4291, time 186.38ms, mfu 3.25%
iter 730: loss 1.3927, time 186.60ms, mfu 3.26%
iter 740: loss 1.4000, time 187.11ms, mfu 3.26%
step 750: train loss 1.3421, val loss 1.5676
saving checkpoint to out-shakespeare-char-10l6h
iter 750: loss 1.3982, time 20537.80ms, mfu 2.94%
iter 760: loss 1.3485, time 188.98ms, mfu 2.98%
iter 770: loss 1.4054, time 187.11ms, mfu 3.01%
iter 780: loss 1.4114, time 185.36ms, mfu 3.04%
iter 790: loss 1.3625, time 187.76ms, mfu 3.07%
iter 800: loss 1.4098, time 188.03ms, mfu 3.09%
iter 810: loss 1.3998, time 188.33ms, mfu 3.11%
