Overriding config with hw/4l8h/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char-4l8h'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 4
n_head = 8
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 3000
lr_decay_iters = 3000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 7.11M
num decayed parameter tensors: 18, with 7,201,152 parameters
num non-decayed parameter tensors: 9, with 3,456 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 4.1981, val loss 4.2025
iter 0: loss 4.2197, time 15648.07ms, mfu -100.00%
iter 10: loss 3.2529, time 75.04ms, mfu 3.31%
iter 20: loss 2.8033, time 74.58ms, mfu 3.32%
iter 30: loss 2.6224, time 75.36ms, mfu 3.31%
iter 40: loss 2.5462, time 74.02ms, mfu 3.32%
iter 50: loss 2.5320, time 74.42ms, mfu 3.32%
iter 60: loss 2.5093, time 74.01ms, mfu 3.33%
iter 70: loss 2.5143, time 74.88ms, mfu 3.32%
iter 80: loss 2.4804, time 75.06ms, mfu 3.32%
iter 90: loss 2.4621, time 74.32ms, mfu 3.33%
iter 100: loss 2.4527, time 74.00ms, mfu 3.33%
iter 110: loss 2.4475, time 73.83ms, mfu 3.33%
iter 120: loss 2.4524, time 73.99ms, mfu 3.34%
iter 130: loss 2.4476, time 74.94ms, mfu 3.33%
iter 140: loss 2.4185, time 74.45ms, mfu 3.33%
iter 150: loss 2.4040, time 74.43ms, mfu 3.34%
iter 160: loss 2.3910, time 73.77ms, mfu 3.34%
iter 170: loss 2.3670, time 73.62ms, mfu 3.34%
iter 180: loss 2.3026, time 73.79ms, mfu 3.35%
iter 190: loss 2.2823, time 73.94ms, mfu 3.35%
iter 200: loss 2.2762, time 74.52ms, mfu 3.35%
iter 210: loss 2.2443, time 74.61ms, mfu 3.35%
iter 220: loss 2.1699, time 76.62ms, mfu 3.34%
iter 230: loss 2.1179, time 77.33ms, mfu 3.32%
iter 240: loss 2.1165, time 77.63ms, mfu 3.31%
step 250: train loss 1.9883, val loss 2.0815
saving checkpoint to out-shakespeare-char-4l8h
iter 250: loss 2.0872, time 9732.20ms, mfu 2.98%
iter 260: loss 2.0165, time 73.99ms, mfu 3.02%
iter 270: loss 2.0111, time 75.71ms, mfu 3.05%
iter 280: loss 1.9481, time 75.91ms, mfu 3.07%
iter 290: loss 1.9374, time 76.81ms, mfu 3.09%
iter 300: loss 1.9362, time 75.81ms, mfu 3.11%
iter 310: loss 1.9123, time 75.56ms, mfu 3.12%
iter 320: loss 1.8937, time 77.55ms, mfu 3.13%
iter 330: loss 1.8908, time 75.78ms, mfu 3.15%
iter 340: loss 1.8346, time 73.24ms, mfu 3.17%
iter 350: loss 1.8437, time 73.79ms, mfu 3.19%
iter 360: loss 1.8056, time 73.70ms, mfu 3.21%
iter 370: loss 1.7717, time 75.26ms, mfu 3.22%
iter 380: loss 1.7777, time 75.91ms, mfu 3.23%
iter 390: loss 1.7577, time 76.60ms, mfu 3.23%
iter 400: loss 1.7628, time 76.77ms, mfu 3.23%
iter 410: loss 1.7146, time 74.15ms, mfu 3.24%
iter 420: loss 1.7428, time 75.16ms, mfu 3.25%
iter 430: loss 1.6884, time 75.83ms, mfu 3.25%
iter 440: loss 1.6735, time 77.16ms, mfu 3.25%
iter 450: loss 1.6648, time 74.66ms, mfu 3.26%
iter 460: loss 1.6873, time 74.91ms, mfu 3.26%
iter 470: loss 1.6240, time 75.47ms, mfu 3.27%
iter 480: loss 1.6089, time 76.35ms, mfu 3.27%
iter 490: loss 1.6477, time 75.29ms, mfu 3.27%
step 500: train loss 1.5488, val loss 1.7312
saving checkpoint to out-shakespeare-char-4l8h
iter 500: loss 1.6406, time 8570.83ms, mfu 2.94%
iter 510: loss 1.6028, time 76.28ms, mfu 2.98%
iter 520: loss 1.6080, time 75.02ms, mfu 3.01%
iter 530: loss 1.5808, time 76.28ms, mfu 3.04%
iter 540: loss 1.5746, time 76.45ms, mfu 3.06%
iter 550: loss 1.5680, time 74.39ms, mfu 3.09%
iter 560: loss 1.5988, time 74.91ms, mfu 3.11%
iter 570: loss 1.5661, time 76.54ms, mfu 3.12%
iter 580: loss 1.5408, time 75.12ms, mfu 3.14%
iter 590: loss 1.5541, time 75.73ms, mfu 3.16%
iter 600: loss 1.5514, time 76.54ms, mfu 3.17%
iter 610: loss 1.5635, time 73.68ms, mfu 3.19%
iter 620: loss 1.5268, time 76.29ms, mfu 3.19%
iter 630: loss 1.5292, time 76.52ms, mfu 3.20%
iter 640: loss 1.5156, time 73.85ms, mfu 3.22%
iter 650: loss 1.5125, time 75.93ms, mfu 3.22%
iter 660: loss 1.5512, time 77.24ms, mfu 3.22%
iter 670: loss 1.4943, time 76.06ms, mfu 3.23%
iter 680: loss 1.5170, time 76.53ms, mfu 3.23%
iter 690: loss 1.4869, time 75.57ms, mfu 3.23%
iter 700: loss 1.5052, time 75.56ms, mfu 3.24%
iter 710: loss 1.4906, time 73.63ms, mfu 3.25%
iter 720: loss 1.5095, time 75.21ms, mfu 3.26%
iter 730: loss 1.4741, time 77.51ms, mfu 3.25%
iter 740: loss 1.4472, time 74.49ms, mfu 3.26%
step 750: train loss 1.3799, val loss 1.6054
saving checkpoint to out-shakespeare-char-4l8h
iter 750: loss 1.4568, time 8587.75ms, mfu 2.94%
iter 760: loss 1.4554, time 74.40ms, mfu 2.98%
iter 770: loss 1.4525, time 76.17ms, mfu 3.01%
iter 780: loss 1.4495, time 74.25ms, mfu 3.04%
iter 790: loss 1.4534, time 76.33ms, mfu 3.06%
iter 800: loss 1.4557, time 73.98ms, mfu 3.09%
iter 810: loss 1.4646, time 75.95ms, mfu 3.11%
