Overriding config with hw/4l6h/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char-4l6h'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 4
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 3000
lr_decay_iters = 3000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 7.11M
num decayed parameter tensors: 18, with 7,201,152 parameters
num non-decayed parameter tensors: 9, with 3,456 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 4.1983, val loss 4.2026
iter 0: loss 4.2167, time 15687.66ms, mfu -100.00%
iter 10: loss 3.2520, time 73.03ms, mfu 3.41%
iter 20: loss 2.7986, time 74.93ms, mfu 3.40%
iter 30: loss 2.6176, time 72.46ms, mfu 3.40%
iter 40: loss 2.5484, time 73.34ms, mfu 3.40%
iter 50: loss 2.5305, time 73.77ms, mfu 3.40%
iter 60: loss 2.5052, time 74.39ms, mfu 3.39%
iter 70: loss 2.5138, time 73.13ms, mfu 3.39%
iter 80: loss 2.4804, time 74.86ms, mfu 3.39%
iter 90: loss 2.4555, time 73.42ms, mfu 3.39%
iter 100: loss 2.4524, time 73.48ms, mfu 3.39%
iter 110: loss 2.4574, time 74.14ms, mfu 3.38%
iter 120: loss 2.4561, time 74.17ms, mfu 3.38%
iter 130: loss 2.4466, time 73.41ms, mfu 3.38%
iter 140: loss 2.4143, time 73.48ms, mfu 3.38%
iter 150: loss 2.4007, time 76.67ms, mfu 3.37%
iter 160: loss 2.3945, time 72.75ms, mfu 3.37%
iter 170: loss 2.3748, time 74.93ms, mfu 3.37%
iter 180: loss 2.3134, time 74.07ms, mfu 3.37%
iter 190: loss 2.2837, time 74.40ms, mfu 3.36%
iter 200: loss 2.2434, time 73.72ms, mfu 3.36%
iter 210: loss 2.2043, time 73.74ms, mfu 3.37%
iter 220: loss 2.1442, time 75.12ms, mfu 3.36%
iter 230: loss 2.1019, time 74.53ms, mfu 3.36%
iter 240: loss 2.0845, time 72.68ms, mfu 3.36%
step 250: train loss 1.9700, val loss 2.0731
saving checkpoint to out-shakespeare-char-4l6h
iter 250: loss 2.0612, time 9600.13ms, mfu 3.03%
iter 260: loss 2.0025, time 73.43ms, mfu 3.07%
iter 270: loss 1.9991, time 74.06ms, mfu 3.09%
iter 280: loss 1.9353, time 75.42ms, mfu 3.12%
iter 290: loss 1.9244, time 74.17ms, mfu 3.14%
iter 300: loss 1.9220, time 74.02ms, mfu 3.16%
iter 310: loss 1.8835, time 74.69ms, mfu 3.18%
iter 320: loss 1.8662, time 75.56ms, mfu 3.19%
iter 330: loss 1.8718, time 73.52ms, mfu 3.21%
iter 340: loss 1.8219, time 72.75ms, mfu 3.23%
iter 350: loss 1.8350, time 74.98ms, mfu 3.24%
iter 360: loss 1.7990, time 73.52ms, mfu 3.25%
iter 370: loss 1.7601, time 74.26ms, mfu 3.26%
iter 380: loss 1.7716, time 75.05ms, mfu 3.27%
iter 390: loss 1.7642, time 74.48ms, mfu 3.27%
iter 400: loss 1.7576, time 73.10ms, mfu 3.29%
iter 410: loss 1.7091, time 75.43ms, mfu 3.29%
iter 420: loss 1.7403, time 72.67ms, mfu 3.30%
iter 430: loss 1.6913, time 73.50ms, mfu 3.31%
iter 440: loss 1.6763, time 74.93ms, mfu 3.31%
iter 450: loss 1.6622, time 74.16ms, mfu 3.31%
iter 460: loss 1.6856, time 73.72ms, mfu 3.32%
iter 470: loss 1.6320, time 77.05ms, mfu 3.31%
iter 480: loss 1.6077, time 75.76ms, mfu 3.31%
iter 490: loss 1.6509, time 73.19ms, mfu 3.32%
step 500: train loss 1.5557, val loss 1.7337
saving checkpoint to out-shakespeare-char-4l6h
iter 500: loss 1.6470, time 8524.17ms, mfu 2.99%
iter 510: loss 1.6105, time 74.91ms, mfu 3.02%
iter 520: loss 1.6311, time 76.23ms, mfu 3.05%
iter 530: loss 1.5997, time 73.96ms, mfu 3.08%
iter 540: loss 1.5914, time 73.46ms, mfu 3.11%
iter 550: loss 1.5713, time 75.10ms, mfu 3.13%
iter 560: loss 1.6113, time 73.28ms, mfu 3.16%
iter 570: loss 1.5808, time 73.11ms, mfu 3.18%
iter 580: loss 1.5569, time 74.32ms, mfu 3.20%
iter 590: loss 1.5545, time 74.44ms, mfu 3.21%
iter 600: loss 1.5671, time 73.85ms, mfu 3.23%
iter 610: loss 1.5768, time 73.43ms, mfu 3.24%
iter 620: loss 1.5458, time 74.68ms, mfu 3.25%
iter 630: loss 1.5416, time 75.46ms, mfu 3.26%
iter 640: loss 1.5261, time 73.48ms, mfu 3.27%
iter 650: loss 1.5361, time 74.60ms, mfu 3.28%
iter 660: loss 1.5638, time 73.33ms, mfu 3.29%
iter 670: loss 1.5160, time 73.83ms, mfu 3.29%
iter 680: loss 1.5327, time 75.79ms, mfu 3.29%
iter 690: loss 1.5161, time 76.14ms, mfu 3.29%
iter 700: loss 1.5171, time 75.13ms, mfu 3.29%
iter 710: loss 1.5027, time 72.82ms, mfu 3.30%
iter 720: loss 1.5247, time 75.35ms, mfu 3.30%
iter 730: loss 1.4938, time 73.72ms, mfu 3.31%
iter 740: loss 1.4593, time 75.04ms, mfu 3.31%
step 750: train loss 1.3922, val loss 1.6113
saving checkpoint to out-shakespeare-char-4l6h
iter 750: loss 1.4697, time 8554.74ms, mfu 2.98%
iter 760: loss 1.4791, time 74.97ms, mfu 3.02%
iter 770: loss 1.4646, time 75.91ms, mfu 3.04%
iter 780: loss 1.4682, time 75.76ms, mfu 3.07%
iter 790: loss 1.4703, time 76.73ms, mfu 3.08%
iter 800: loss 1.4680, time 75.22ms, mfu 3.11%
iter 810: loss 1.4835, time 73.17ms, mfu 3.14%
